user_id,week,composite_score_overall,perf_change_pct_SC,perf_change_pct_STS,perf_change_pct_TUG,perf_change_pct_W,perf_change_pct_overall,percentile_rank_absolute,percentile_rank_improvement
11,1,46.92005981939767,0.0,0.0,0.0,0.0,0.0,8.333333333333332,50.0
11,2,45.72321236701976,-5.130719118728202,10.556882710564782,0.6012550544241961,-6.582090187437363,-2.550822520228549,8.333333333333332,50.0
11,3,46.210739474204,-4.352466869070713,7.593080503765946,-3.277488505132775,-0.0137596079408944,-1.5117635142068182,8.333333333333332,50.0
11,4,47.79777715751336,1.2457963422306388,11.81010138405393,-1.3558607974950505,2.970342082115534,1.8706654285910111,8.333333333333332,50.0
11,5,49.11029113386124,5.000257646401756,17.693665939128323,0.4744916245655086,5.282938697592665,4.668006227814079,8.333333333333332,50.0
11,6,45.88091814235628,-3.85105999364874,-7.958289384038879,-1.4459412153181024,-0.4810539591435077,-2.214706633029023,8.333333333333332,50.0
11,7,44.672400309866106,-5.089254238403726,-4.215400244753458,-3.1765887536765147,-6.17247458880825,-4.790402054437136,8.333333333333332,50.0
11,8,46.45544174343458,3.959062632235112,-22.448910228412768,0.3045331760343011,-0.7249369956062837,-0.990233341030394,8.333333333333332,50.0
11,9,47.03005958684275,-3.108327548179778,10.579599514486365,0.1058921070875634,0.3191114603975288,0.2344408081926738,8.333333333333332,50.0
11,10,49.37011479457796,-3.318587847005076,23.3041180385419,2.956546525536947,9.07598091306382,5.221764389497631,8.333333333333332,50.0
11,11,47.11598614528411,1.197518954404976,3.546076883459586,2.0958650868495696,-2.3448991577267644,0.4175747572373022,8.333333333333332,50.0
11,12,47.49463385177029,7.022058302512091,-15.125504709579133,2.3631414040536987,-0.1096347567988323,1.2245807754385765,8.333333333333332,50.0
