user_id,week,composite_score_overall,perf_change_pct_SC,perf_change_pct_STS,perf_change_pct_TUG,perf_change_pct_W,perf_change_pct_overall,percentile_rank_absolute,percentile_rank_improvement
7,1,49.35515911329164,,0.0,0.0,0.0,0.0,25.0,91.66666666666666
7,2,49.09755325792625,,-2.0857731328301816,-0.1728311912137006,-0.1266291082437284,-0.5219431159649853,25.0,91.66666666666666
7,3,48.42086681347987,,4.175544683576278,-4.92310098007099,-1.682893142228234,-1.8929982530644145,25.0,91.66666666666666
7,4,48.15165976934316,,3.5293003198618127,-4.200106146661453,-3.499965925857604,-2.4384468930308234,25.0,91.66666666666666
7,5,49.92913538173325,,5.068956515164856,0.8130094144201979,-0.3679099221851405,1.1629509027092504,25.0,91.66666666666666
7,6,51.26712328002225,,17.535731804654766,2.711080630635791,-1.5442031014599022,3.873889176087576,25.0,91.66666666666666
7,7,52.88777017285114,,30.50662503213124,-4.010525418213981,7.455334120285939,7.157531498278863,25.0,91.66666666666666
7,8,53.67693799037044,,16.272650594251353,-2.6529976638013597,16.987683843295322,8.756488591513664,25.0,91.66666666666666
7,9,53.09282726588191,,38.91362008454135,-6.19482256615098,6.699888838118493,7.573003956912967,25.0,91.66666666666666
7,10,53.19599416815314,,38.6555734719422,-8.039780483199307,9.273871807914112,7.7820335783845955,25.0,91.66666666666666
7,11,52.636758619695776,,42.76019815020715,-4.18564828151426,0.4074736352720386,6.648949300054794,25.0,91.66666666666666
7,12,55.86452643353459,,39.3285957477542,-2.722031122579207,17.070168825444522,13.188828558532476,25.0,91.66666666666666
