user_id,week,composite_score_overall,perf_change_pct_SC,perf_change_pct_STS,perf_change_pct_TUG,perf_change_pct_W,perf_change_pct_overall,percentile_rank_absolute,percentile_rank_improvement
2,1,66.1259328203459,0.0,0.0,0.0,0.0,0.0,41.66666666666667,8.333333333333332
2,2,65.04289824922446,-1.1386942080357043,-0.8293905541262596,-4.383961604059723,-1.7962255606974782,-1.637836360000956,41.66666666666667,8.333333333333332
2,3,65.89442051953881,-1.8007332184217213,-0.3034371640983186,-3.1706072297296988,2.323754573445649,-0.3501081813636814,41.66666666666667,8.333333333333332
2,4,62.37940427125304,-4.308419140478041,-0.4479056791861355,-18.74374089400016,-7.300661164358435,-5.665747747213789,41.66666666666667,8.333333333333332
2,5,64.15946158923607,-5.889605506938096,-0.5606234804276194,-6.485083755233066,-1.7527833165329112,-2.973827585090444,41.66666666666667,8.333333333333332
2,6,62.469468393629455,-3.3759106153233387,-1.120393321903735,-9.22702852940526,-11.503232384801349,-5.529546837018538,41.66666666666667,8.333333333333332
2,7,62.73905344328012,-5.864318159301678,-1.485720861514165,-20.845991178028804,-1.4159802363750298,-5.121862532007542,41.66666666666667,8.333333333333332
2,8,59.17565682606051,-8.554414127452986,-2.22125400131265,-19.49107033863728,-18.81308817902984,-10.510666084920462,41.66666666666667,8.333333333333332
2,9,60.72430777082949,-9.785848022443307,-2.487529543079749,-18.09124004952576,-9.270447015754456,-8.168693913463269,41.66666666666667,8.333333333333332
2,10,59.531257260635,-12.099714078575651,-1.9044210568457736,-25.50149288463369,-10.976136408953002,-9.972903637711433,41.66666666666667,8.333333333333332
2,11,58.25281910518948,-12.297886387117908,-1.8457410613854683,-30.99022114893654,-15.365131216678863,-11.906242194792876,41.66666666666667,8.333333333333332
2,12,57.60526160127691,-14.906992723347786,-2.5513126209016117,-33.521725524087,-14.44071360328462,-12.885521391763737,41.66666666666667,8.333333333333332
