,user_id,activity,week,week_start_date,total_peaks,total_steps,step_time_mean_sec,step_time_std_sec,step_time_cv_pct,total_duration_sec,num_cycles,cycle_time_mean_sec,cycle_time_std_sec,cycle_time_cv_pct,left_peaks,right_peaks,composite_score,user_group,best_activity,composite_score_norm,step_time_cv_pct_norm,cycle_time_cv_pct_norm,total_duration_sec_norm,total_peaks_norm,composite_score_overall,perf_change_pct_SC,perf_change_pct_STS,perf_change_pct_TUG,perf_change_pct_W,perf_change_pct_overall,percentile_rank_absolute,percentile_rank_improvement
144,4,SC,1,2026-02-20,28,28,1.845039730769231,0.5904657514599059,31.706934876390967,23.985516500000003,28,1.7132511785714288,0.4371492989314127,25.82462158891294,0,0,64.06104033118453,improving,TUG,0.6443099212801188,0.3577595652612801,0.2585158341477603,0.0741425958316709,0.0843881856540084,70.1154013841543,0.0,0.0,0.0,0.0,0.0,91.66666666666666,75.0
145,4,SC,2,2026-02-27,27,28,1.8693656826745064,0.590108793439868,31.105601859737146,23.575073599849244,27,1.7464946134537684,0.4825602023403549,27.62066305488895,0,0,65.20658990772883,improving,TUG,0.6567538394246695,0.3445705876538009,0.2906520992786063,0.0708726645511697,0.080168776371308,71.78750618438411,1.7882156933793203,1.7653781090690788,-4.790302587392612,9.439018452241145,2.384789600031733,91.66666666666666,75.0
146,4,SC,3,2026-03-06,27,28,1.7657700926930062,0.5578169303469853,30.58201358069804,24.02478761227819,27,1.779863198550924,0.3899831035893933,21.93680447411583,0,0,66.20403444299552,improving,TUG,0.6675889166703273,0.333086777690709,0.1889517823437194,0.0744554623434594,0.080168776371308,69.25543620048424,3.345237761878487,0.3058055988499364,-3.375381252600934,-5.003106203289395,-1.2264996943516084,91.66666666666666,75.0
147,4,SC,4,2026-03-13,26,27,1.7460104655806643,0.5627822613071113,29.187579025309997,24.12309449840317,26,1.85562265372332,0.443506180575946,23.79396541926821,0,0,68.86045587704943,improving,TUG,0.6964451892923427,0.3025027824388806,0.2221816479424165,0.0752386571847166,0.0759493670886076,72.77606236971602,7.491941312618016,1.4568971170467682,-1.957264082032229,7.844962334058782,3.79468837521768,91.66666666666666,75.0
148,4,SC,5,2026-03-20,26,28,1.7900722026343887,0.5805147676137081,30.289755351735007,22.920725516687284,26,1.7631327320528678,0.4584409931253888,25.942299885602708,0,0,66.7607913167378,improving,TUG,0.6736368757505137,0.3266767068470287,0.2606214319383512,0.0656595806735308,0.0759493670886076,72.59496731071306,4.214341464946586,2.219142350928557,-2.083530375994658,8.970184713470235,3.536406948558283,91.66666666666666,75.0
149,4,SC,6,2026-03-27,26,27,1.7677919141295249,0.5565685191582181,28.9953855459058,22.49286801623296,26,1.7302206166333045,0.4000616684775179,22.9848891296284,0,0,69.22658770891056,improving,TUG,0.7004224196445535,0.2982874218550385,0.2077049832063844,0.0622509101280816,0.0759493670886076,75.00717618004768,8.063477194596027,3.4492935251584007,1.381161233778195,14.39699996371679,6.976747903205896,91.66666666666666,75.0
150,4,SC,7,2026-04-03,25,26,1.7219517570285867,0.5483383447751091,28.125518148283184,22.061661460118096,25,1.763051337764425,0.5055599325063772,28.60973502915848,0,0,70.8836998271529,improving,TUG,0.7184233582141057,0.2792087062166362,0.3083493962512807,0.0588155582053677,0.0717299578059071,73.86768357602327,10.65024773356223,4.932962627469849,-6.975367387763025,11.380439221674212,5.351580562607985,91.66666666666666,75.0
151,4,SC,8,2026-04-10,26,26,1.6852322171858771,0.5365096644958074,28.63791323039146,21.872672453383014,26,1.6825132656448474,0.3262271201377095,19.41529218469593,0,0,69.90757852152629,improving,TUG,0.7078199117329751,0.2904470168979853,0.1438347908941653,0.0573099137793906,0.0759493670886076,73.42446881588427,9.12651146487189,3.309939456528279,-0.7452030138611994,6.938341777421112,4.719458730044157,91.66666666666666,75.0
152,4,SC,9,2026-04-17,25,26,1.731006272521263,0.5392504122616905,28.83329188880203,21.337222528378327,25,1.7078707854043849,0.472917765576987,27.759012018476632,0,0,69.5353788697369,improving,TUG,0.7037767676428963,0.2947322376980927,0.2931275538038255,0.0530440720307046,0.0717299578059071,74.34381091693854,8.545503648162732,4.377136479550078,-5.217118275222442,14.868906614374623,6.0306429818710825,91.66666666666666,75.0
153,4,SC,10,2026-04-24,25,25,1.65016081238155,0.5062288566823115,29.49730841246245,20.96588269230434,25,1.6793698951228229,0.3709280674107453,22.25844927552651,0,0,68.27041615119137,improving,TUG,0.6900356840199824,0.3092960464679597,0.1947069181865741,0.0500856684495281,0.0717299578059071,73.54048343940305,6.570882705377705,3.756543988918693,0.8755303232891454,7.9353668644366895,4.884921126648219,91.66666666666666,75.0
154,4,SC,11,2026-05-01,26,26,1.675047655534201,0.5204646215297095,28.420278161065102,21.142141199983943,26,1.6263185538449187,0.3966033662841336,24.51414438715127,0,0,70.32217701288357,improving,TUG,0.7123236274995749,0.2856736484374939,0.2350676879876957,0.0514898910770953,0.0759493670886076,74.34531768656078,9.77370434406005,4.327488620089359,-2.827682323519631,11.920974880843966,6.032791967104703,91.66666666666666,75.0
155,4,SC,12,2026-05-08,25,24,1.6101446675507716,0.5228714855122399,27.62075339880729,21.33543311739096,25,1.712799744341244,0.4210325993095554,23.856332728997067,0,0,71.84528521994278,improving,TUG,0.7288689034457401,0.2681377508665911,0.2232975756305641,0.0530298160867984,0.0717299578059071,75.03815871973876,12.151293279839116,6.18017727228742,-2.514654609219359,11.354292774629569,7.02093582637178,91.66666666666666,75.0
