,user_id,activity,week,week_start_date,total_peaks,total_steps,step_time_mean_sec,step_time_std_sec,step_time_cv_pct,total_duration_sec,num_cycles,cycle_time_mean_sec,cycle_time_std_sec,cycle_time_cv_pct,left_peaks,right_peaks,composite_score,user_group,best_activity,composite_score_norm,step_time_cv_pct_norm,cycle_time_cv_pct_norm,total_duration_sec_norm,total_peaks_norm,composite_score_overall,perf_change_pct_SC,perf_change_pct_STS,perf_change_pct_TUG,perf_change_pct_W,perf_change_pct_overall,percentile_rank_absolute,percentile_rank_improvement
384,9,STS,1,2026-02-20,10,10,8.019355,2.128424915307082,26.540525129862267,32.07742,10,8.019355,1.5834351195512577,19.744911012297745,0,0,83.02086427764476,declining,SC,0.8502673953656749,0.2444452110334029,0.1497326046343253,0.1386094640945352,0.0084388185654008,74.81207464780945,0.0,0.0,0.0,0.0,0.0,75.0,25.0
385,9,STS,2,2026-02-27,10,10,8.298036996097988,1.7617083887698106,21.19770526479563,33.19214798439195,10,7.849993671621049,1.6723831923765764,20.327105761983155,0,0,82.06189637645741,declining,SC,0.8398502835182545,0.127261671115246,0.1601497164817456,0.1474903191515344,0.0084388185654008,74.07285297790062,1.4994331245743628,-1.155092649939533,2.279824814545212,-5.764140333513792,-0.988104759009613,75.0,25.0
386,9,STS,3,2026-03-06,10,10,8.430782639234415,2.163270418085577,25.61773769766472,33.72313055693766,10,8.264007499526507,1.5298489177531946,20.567068775480895,0,0,81.66663890025916,declining,SC,0.8355566660436882,0.2242058055082558,0.1644433339563119,0.1517205702357424,0.0084388185654008,73.68054508956999,-0.3388805941513452,-1.631186797642456,4.802481177742594,-7.321176376467318,-1.5124958953034406,75.0,25.0
387,9,STS,4,2026-03-13,10,10,8.374377548080538,2.3059496848651597,27.474352881223197,33.49751019232215,10,8.458070683785376,1.5526870902137042,21.354179986832765,0,0,80.37014080102517,declining,SC,0.8214730187256016,0.2649267627873325,0.1785269812743983,0.1499230897883931,0.0084388185654008,72.42733112640708,-2.3703216903312043,-3.192840136853835,-0.915376529120742,-5.712767551958759,-3.187645219877881,75.0,25.0
388,9,STS,5,2026-03-20,10,10,8.109810902794017,1.9416009146958029,23.867366659417897,32.43924361117607,10,8.471841116382427,1.638604861917032,21.09175208867807,0,0,80.8024015365306,declining,SC,0.8261685965686482,0.1858150905651789,0.1738314034313517,0.141492053472434,0.0084388185654008,71.14435061653194,-2.1999140229886947,-2.672174953147937,1.478883542940307,-14.776113186436053,-4.902582970120731,75.0,25.0
389,9,STS,6,2026-03-27,11,11,7.427145784832771,1.579723597221511,21.887094151663376,32.99579401055579,10,8.215725955237492,1.657152680933739,21.62221460331883,0,0,79.92864490337908,declining,SC,0.8166771208230106,0.1423819694190692,0.1833228791769893,0.1459259992403806,0.0126582278481012,71.08221719428344,-5.280714927443412,-3.724629225641935,3.974433014899476,-12.777202281224358,-4.98563563580471,75.0,25.0
390,9,STS,7,2026-04-03,10,10,8.519342310367945,2.309936051019351,27.132751660750976,34.07736924147178,10,8.513187779622493,1.700263367717581,20.90645173674196,0,0,81.10762086336493,declining,SC,0.8294841443171086,0.257434456988848,0.1705158556828914,0.1545427317468715,0.0084388185654008,72.27847930873105,-5.891919574105852,-2.3045332410433805,3.6930933453639305,-7.359657014075323,-3.386612857624565,75.0,25.0
391,9,STS,8,2026-04-10,10,10,8.218405359197428,2.131560852834505,25.851562488754368,32.87362143678971,11,8.896343309742976,1.708145014447144,20.156561071910424,0,0,82.34281076736536,declining,SC,0.8429018107132887,0.2293342615356924,0.1570981892867112,0.1449526703792155,0.0084388185654008,71.06468227340504,-4.841825638437926,-0.8167266339360175,-0.7018736987514839,-12.856667823348442,-5.009074259798166,75.0,25.0
392,9,STS,9,2026-04-17,11,11,7.968815772291759,1.685538258143184,21.08158482976816,35.51165993435475,11,8.924499723342421,1.5881328202597658,21.571282054505776,0,0,80.01253896024541,declining,SC,0.8175884482747723,0.124714813093263,0.1824115517252277,0.1659694905000795,0.0126582278481012,70.08712317852145,-6.592097466411719,-3.623577450770304,2.10459105715005,-15.232918817383725,-6.315760512633172,75.0,25.0
393,9,STS,10,2026-04-24,11,11,7.750320578326379,1.5844429958804946,20.70673750494518,34.41903219849104,11,8.86629619949537,1.6751552209939513,21.457848912387192,0,0,80.19938149409052,declining,SC,0.8196180882350984,0.1164933237747081,0.1803819117649015,0.1572647044990752,0.0126582278481012,69.52584197221746,-5.893861706209706,-3.3985225378025765,0.9550667364073768,-18.16342182030525,-7.066015346423458,75.0,25.0
394,9,STS,11,2026-05-01,12,12,7.280429685009124,1.8819916552031943,25.892790651773616,36.40214842504562,11,8.549034492387612,1.731742358356139,21.985276208505255,0,0,79.33062435146675,declining,SC,0.8101809211393575,0.2302385147594454,0.1898190788606426,0.1730638662818675,0.0168776371308016,70.1212070428283,-4.835442854680445,-4.444954841516495,3.072622473009844,-16.678260566390264,-6.270201203568016,75.0,25.0
395,9,STS,12,2026-05-08,12,12,7.178723543825913,1.7157706284327428,24.015628595546367,35.893617719129566,12,8.947457667761785,1.7177356235326562,21.931146284859228,0,0,79.4197849962481,declining,SC,0.8111494586763547,0.1890669049533544,0.1888505413236454,0.1690124855374095,0.0168776371308016,69.89487781510664,-8.014216337606136,-4.337559374657506,2.908621353640432,-14.640124290710755,-6.572731548819295,75.0,25.0
